Label;Split;Style;Tags
crossbreeds;['crossbreeds'];DES;DESV
crosses;['crosses'];DES;DESV
crowds;['crowds'];DES;DESV
crowns;['crowns'];DES;DESV
crows;['crows'];DES;DESV
crucifies;['crucifies'];DES;DESV
cruises;['cruises'];DES;DESV
crumbles;['crumbles'];DES;DESV
crumples;['crumples'];DES;DESV
crunches;['crunches'];DES;DESV
crusades;['crusades'];DES;DESV
crushes;['crushes'];DES;DESV
crusts;['crusts'];DES;DESV
cubes;['cubes'];DES;DESV
cuddles;['cuddles'];DES;DESV
cuffs;['cuffs'];DES;DESV
cultivates;['cultivates'];DES;DESV
cup one's handses;['cup one's handses'];DES;DESV
curbs;['curbs'];DES;DESV
curdles;['curdles'];DES;DESV
curls;['curls'];DES;DESV
curses;['curses'];DES;DESV
curtails;['curtails'];DES;DESV
curves;['curves'];DES;DESV
cushions;['cushions'];DES;DESV
cuts;['cuts'];DES;DESV
cycles;['cycles'];DES;DESV
dabbles;['dabbles'];DES;DESV
dabs;['dabs'];DES;DESV
damages;['damages'];DES;DESV
damns;['damns'];DES;DESV
dampens;['dampens'];DES;DESV
damps;['damps'];DES;DESV
dams;['dams'];DES;DESV
dances;['dances'];DES;DESV
dangles;['dangles'];DES;DESV
dapples;['dapples'];DES;DESV
dares;['dares'];DES;DESV
darkens;['darkens'];DES;DESV
darns;['darns'];DES;DESV
darts;['darts'];DES;DESV
dashes;['dashes'];DES;DESV
dates;['dates'];DES;DESV
daubs;['daubs'];DES;DESV
daunts;['daunts'];DES;DESV
dawns;['dawns'];DES;DESV
dazes;['dazes'];DES;DESV
dazzles;['dazzles'];DES;DESV
deactivates;['deactivates'];DES;DESV
deadens;['deadens'];DES;DESV
deafens;['deafens'];DES;DESV
deals;['deals'];DES;DESV
debars;['debars'];DES;DESV
debases;['debases'];DES;DESV
debates;['debates'];DES;DESV
debauches;['debauches'];DES;DESV
debits;['debits'];DES;DESV
debriefs;['debriefs'];DES;DESV
debugs;['debugs'];DES;DESV
debunks;['debunks'];DES;DESV
decaies;['decaies'];DES;DESV
decamps;['decamps'];DES;DESV
decants;['decants'];DES;DESV
decapitates;['decapitates'];DES;DESV
deceases;['deceases'];DES;DESV
deceives;['deceives'];DES;DESV
decelerates;['decelerates'];DES;DESV
decides;['decides'];DES;DESV
decimates;['decimates'];DES;DESV
deciphers;['deciphers'];DES;DESV
declaims;['declaims'];DES;DESV
declares;['declares'];DES;DESV
declassifies;['declassifies'];DES;DESV
declines;['declines'];DES;DESV
declutches;['declutches'];DES;DESV
decodes;['decodes'];DES;DESV
decoies;['decoies'];DES;DESV
decomposes;['decomposes'];DES;DESV
decontaminates;['decontaminates'];DES;DESV
decontrols;['decontrols'];DES;DESV
decorates;['decorates'];DES;DESV
decorticates;['decorticates'];DES;DESV
decreases;['decreases'];DES;DESV
decrees;['decrees'];DES;DESV
decries;['decries'];DES;DESV
dedicates;['dedicates'];DES;DESV
deduces;['deduces'];DES;DESV
deducts;['deducts'];DES;DESV
deepens;['deepens'];DES;DESV
defaces;['defaces'];DES;DESV
defames;['defames'];DES;DESV
defaults;['defaults'];DES;DESV
defeats;['defeats'];DES;DESV
defects;['defects'];DES;DESV
defends;['defends'];DES;DESV
defers;['defers'];DES;DESV
defies;['defies'];DES;DESV
defiles;['defiles'];DES;DESV
defines;['defines'];DES;DESV
deflates;['deflates'];DES;DESV
deflects;['deflects'];DES;DESV
deflowers;['deflowers'];DES;DESV
defoliates;['defoliates'];DES;DESV
deforests;['deforests'];DES;DESV
deforms;['deforms'];DES;DESV
defraies;['defraies'];DES;DESV
defrauds;['defrauds'];DES;DESV
defreezes;['defreezes'];DES;DESV
defrosts;['defrosts'];DES;DESV
defuses;['defuses'];DES;DESV
degenerates;['degenerates'];DES;DESV
degrades;['degrades'];DES;DESV
dehydrates;['dehydrates'];DES;DESV
deifies;['deifies'];DES;DESV
deigns;['deigns'];DES;DESV
dejects;['dejects'];DES;DESV
delaies;['delaies'];DES;DESV
delegates;['delegates'];DES;DESV
deletes;['deletes'];DES;DESV
deliberates;['deliberates'];DES;DESV
delights;['delights'];DES;DESV
delimits;['delimits'];DES;DESV
delineates;['delineates'];DES;DESV
delivers;['delivers'];DES;DESV
deludes;['deludes'];DES;DESV
demands;['demands'];DES;DESV
demists;['demists'];DES;DESV
demolishes;['demolishes'];DES;DESV
demonstrates;['demonstrates'];DES;DESV
demotes;['demotes'];DES;DESV
demurs;['demurs'];DES;DESV
denatures;['denatures'];DES;DESV
denies;['denies'];DES;DESV
denigrates;['denigrates'];DES;DESV
denominates;['denominates'];DES;DESV
denotes;['denotes'];DES;DESV
denounces;['denounces'];DES;DESV
dents;['dents'];DES;DESV
denudes;['denudes'];DES;DESV
departs;['departs'];DES;DESV
depicts;['depicts'];DES;DESV
depletes;['depletes'];DES;DESV
deploies;['deploies'];DES;DESV
deplores;['deplores'];DES;DESV
depopulates;['depopulates'];DES;DESV
deports;['deports'];DES;DESV
deposes;['deposes'];DES;DESV
deposits;['deposits'];DES;DESV
depraves;['depraves'];DES;DESV
deprecates;['deprecates'];DES;DESV
depreciates;['depreciates'];DES;DESV
depresses;['depresses'];DES;DESV
deputes;['deputes'];DES;DESV
derails;['derails'];DES;DESV
derides;['derides'];DES;DESV
derogates;['derogates'];DES;DESV
descends;['descends'];DES;DESV
describes;['describes'];DES;DESV
desecrates;['desecrates'];DES;DESV
desegregates;['desegregates'];DES;DESV
deserts;['deserts'];DES;DESV
deserves;['deserves'];DES;DESV
designates;['designates'];DES;DESV
designs;['designs'];DES;DESV
desires;['desires'];DES;DESV
despairs;['despairs'];DES;DESV
despatches;['despatches'];DES;DESV
despises;['despises'];DES;DESV
destines;['destines'];DES;DESV
destroies;['destroies'];DES;DESV
destructs;['destructs'];DES;DESV
detaches;['detaches'];DES;DESV
details;['details'];DES;DESV
detains;['detains'];DES;DESV
detects;['detects'];DES;DESV
deteriorates;['deteriorates'];DES;DESV
determines;['determines'];DES;DESV
deters;['deters'];DES;DESV
detests;['detests'];DES;DESV
dethrones;['dethrones'];DES;DESV
detonates;['detonates'];DES;DESV
devalues;['devalues'];DES;DESV
devastates;['devastates'];DES;DESV
develops;['develops'];DES;DESV
devises;['devises'];DES;DESV
devolves;['devolves'];DES;DESV
devours;['devours'];DES;DESV
diagnoses;['diagnoses'];DES;DESV
dictates;['dictates'];DES;DESV
dies;['dies'];DES;DESV
diets;['diets'];DES;DESV
differentiates;['differentiates'];DES;DESV
differs;['differs'];DES;DESV
diffuses;['diffuses'];DES;DESV
digests;['digests'];DES;DESV
dignifies;['dignifies'];DES;DESV
digresses;['digresses'];DES;DESV
digs;['digs'];DES;DESV
dilates;['dilates'];DES;DESV
dillydallies;['dillydallies'];DES;DESV
dilutes;['dilutes'];DES;DESV
diminishes;['diminishes'];DES;DESV
dims;['dims'];DES;DESV
dines;['dines'];DES;DESV
dips;['dips'];DES;DESV
directs;['directs'];DES;DESV
dirties;['dirties'];DES;DESV
disables;['disables'];DES;DESV
disabuses;['disabuses'];DES;DESV
disadvantages;['disadvantages'];DES;DESV
disagrees;['disagrees'];DES;DESV
disappears;['disappears'];DES;DESV
disappoints;['disappoints'];DES;DESV
disarms;['disarms'];DES;DESV
disarranges;['disarranges'];DES;DESV
disassembles;['disassembles'];DES;DESV
disavows;['disavows'];DES;DESV
disbands;['disbands'];DES;DESV
disbelieves;['disbelieves'];DES;DESV
disburses;['disburses'];DES;DESV
discards;['discards'];DES;DESV
discerns;['discerns'];DES;DESV
discharges;['discharges'];DES;DESV
disciplines;['disciplines'];DES;DESV
disclaims;['disclaims'];DES;DESV
discloses;['discloses'];DES;DESV
discomfits;['discomfits'];DES;DESV
disconnects;['disconnects'];DES;DESV
discontinues;['discontinues'];DES;DESV
discounts;['discounts'];DES;DESV
discourages;['discourages'];DES;DESV
discovers;['discovers'];DES;DESV
discredits;['discredits'];DES;DESV
discriminates;['discriminates'];DES;DESV
discusses;['discusses'];DES;DESV
disdains;['disdains'];DES;DESV
disembarks;['disembarks'];DES;DESV
disengages;['disengages'];DES;DESV
disentangles;['disentangles'];DES;DESV
disfigures;['disfigures'];DES;DESV
disgorges;['disgorges'];DES;DESV
disgraces;['disgraces'];DES;DESV
disguises;['disguises'];DES;DESV
disgusts;['disgusts'];DES;DESV
dishes;['dishes'];DES;DESV
disillusions;['disillusions'];DES;DESV
disinfects;['disinfects'];DES;DESV
disinherits;['disinherits'];DES;DESV
disintegrates;['disintegrates'];DES;DESV
disinters;['disinters'];DES;DESV
dislikes;['dislikes'];DES;DESV
dislocates;['dislocates'];DES;DESV
dislodges;['dislodges'];DES;DESV
dismaies;['dismaies'];DES;DESV
dismantles;['dismantles'];DES;DESV
dismasts;['dismasts'];DES;DESV
dismembers;['dismembers'];DES;DESV
dismisses;['dismisses'];DES;DESV
dismounts;['dismounts'];DES;DESV
disobeies;['disobeies'];DES;DESV
disorders;['disorders'];DES;DESV
disorientates;['disorientates'];DES;DESV
disowns;['disowns'];DES;DESV
disparages;['disparages'];DES;DESV
dispatches;['dispatches'];DES;DESV
dispels;['dispels'];DES;DESV
dispenses;['dispenses'];DES;DESV
disperses;['disperses'];DES;DESV
dispirits;['dispirits'];DES;DESV
displaces;['displaces'];DES;DESV
displaies;['displaies'];DES;DESV
displeases;['displeases'];DES;DESV
disposes;['disposes'];DES;DESV
dispossesses;['dispossesses'];DES;DESV
disproves;['disproves'];DES;DESV
disputes;['disputes'];DES;DESV
disqualifies;['disqualifies'];DES;DESV
disregards;['disregards'];DES;DESV
disrobes;['disrobes'];DES;DESV
disrupts;['disrupts'];DES;DESV
dissatisfies;['dissatisfies'];DES;DESV
dissects;['dissects'];DES;DESV
dissembles;['dissembles'];DES;DESV
disseminates;['disseminates'];DES;DESV
dissimulates;['dissimulates'];DES;DESV
dissociates;['dissociates'];DES;DESV
dissolves;['dissolves'];DES;DESV
distances;['distances'];DES;DESV
distinguishes;['distinguishes'];DES;DESV
distorts;['distorts'];DES;DESV
distracts;['distracts'];DES;DESV
distresses;['distresses'];DES;DESV
distributes;['distributes'];DES;DESV
distrusts;['distrusts'];DES;DESV
disturbs;['disturbs'];DES;DESV
disunites;['disunites'];DES;DESV
ditches;['ditches'];DES;DESV
dithers;['dithers'];DES;DESV
diverges;['diverges'];DES;DESV
diversifies;['diversifies'];DES;DESV
diverts;['diverts'];DES;DESV
divides;['divides'];DES;DESV
divorces;['divorces'];DES;DESV
divulges;['divulges'];DES;DESV
docks;['docks'];DES;DESV
doctors;['doctors'];DES;DESV
documents;['documents'];DES;DESV
dodges;['dodges'];DES;DESV
does;['does'];DES;DESV
dogs;['dogs'];DES;DESV
domesticates;['domesticates'];DES;DESV
domiciles;['domiciles'];DES;DESV
dominates;['dominates'];DES;DESV
donates;['donates'];DES;DESV
dons;['dons'];DES;DESV
doodles;['doodles'];DES;DESV
dooms;['dooms'];DES;DESV
dopes;['dopes'];DES;DESV
dotes;['dotes'];DES;DESV
dots;['dots'];DES;DESV
doubles;['doubles'];DES;DESV
doubts;['doubts'];DES;DESV
douses;['douses'];DES;DESV
downgrades;['downgrades'];DES;DESV
downloads;['downloads'];DES;DESV
downs;['downs'];DES;DESV
dowses;['dowses'];DES;DESV
dozes;['dozes'];DES;DESV
drafts;['drafts'];DES;DESV
dragoons;['dragoons'];DES;DESV
drags;['drags'];DES;DESV
drains;['drains'];DES;DESV
drawls;['drawls'];DES;DESV
draws;['draws'];DES;DESV
dreads;['dreads'];DES;DESV
drenches;['drenches'];DES;DESV
dresses;['dresses'];DES;DESV
dribbles;['dribbles'];DES;DESV
dries;['dries'];DES;DESV
drifts;['drifts'];DES;DESV
drills;['drills'];DES;DESV
drinks;['drinks'];DES;DESV
drips;['drips'];DES;DESV
drives;['drives'];DES;DESV
drizzles;['drizzles'];DES;DESV
drones;['drones'];DES;DESV
droops;['droops'];DES;DESV
drops;['drops'];DES;DESV
drowns;['drowns'];DES;DESV
drowses;['drowses'];DES;DESV
drugs;['drugs'];DES;DESV
drums;['drums'];DES;DESV
dry-cleans;['dry-cleans'];DES;DESV
dubs;['dubs'];DES;DESV
ducks;['ducks'];DES;DESV
dulls;['dulls'];DES;DESV
dumbfounds;['dumbfounds'];DES;DESV
dumps;['dumps'];DES;DESV
dunks;['dunks'];DES;DESV
dupes;['dupes'];DES;DESV
duplicates;['duplicates'];DES;DESV
dusts;['dusts'];DES;DESV
dwarfs;['dwarfs'];DES;DESV
dwells;['dwells'];DES;DESV
dwindles;['dwindles'];DES;DESV
dyes;['dyes'];DES;DESV
dynamites;['dynamites'];DES;DESV
earns;['earns'];DES;DESV
eases;['eases'];DES;DESV
eats;['eats'];DES;DESV
eavesdrops;['eavesdrops'];DES;DESV
ebbs;['ebbs'];DES;DESV
echoes;['echoes'];DES;DESV
eclipses;['eclipses'];DES;DESV
edges;['edges'];DES;DESV
edits;['edits'];DES;DESV
educates;['educates'];DES;DESV
effects;['effects'];DES;DESV
ejaculates;['ejaculates'];DES;DESV
ejects;['ejects'];DES;DESV
elaborates;['elaborates'];DES;DESV
elapses;['elapses'];DES;DESV
elates;['elates'];DES;DESV
elbows;['elbows'];DES;DESV
electrifies;['electrifies'];DES;DESV
electrocutes;['electrocutes'];DES;DESV
elects;['elects'];DES;DESV
elevates;['elevates'];DES;DESV
elicits;['elicits'];DES;DESV
eliminates;['eliminates'];DES;DESV
elucidates;['elucidates'];DES;DESV
eludes;['eludes'];DES;DESV
emancipates;['emancipates'];DES;DESV
emasculates;['emasculates'];DES;DESV
embalms;['embalms'];DES;DESV
embarks;['embarks'];DES;DESV
embarrasses;['embarrasses'];DES;DESV
embeds;['embeds'];DES;DESV
embellishes;['embellishes'];DES;DESV
embezzles;['embezzles'];DES;DESV
embitters;['embitters'];DES;DESV
embodies;['embodies'];DES;DESV
emboldens;['emboldens'];DES;DESV
embraces;['embraces'];DES;DESV
embroiders;['embroiders'];DES;DESV
emerges;['emerges'];DES;DESV
emigrates;['emigrates'];DES;DESV
emits;['emits'];DES;DESV
emploies;['emploies'];DES;DESV
empowers;['empowers'];DES;DESV
empties;['empties'];DES;DESV
emulates;['emulates'];DES;DESV
enables;['enables'];DES;DESV
enacts;['enacts'];DES;DESV
encashes;['encashes'];DES;DESV
enchants;['enchants'];DES;DESV
encloses;['encloses'];DES;DESV
encodes;['encodes'];DES;DESV
encompasses;['encompasses'];DES;DESV
encores;['encores'];DES;DESV
encounters;['encounters'];DES;DESV
encourages;['encourages'];DES;DESV
encumbers;['encumbers'];DES;DESV
endangers;['endangers'];DES;DESV
endears;['endears'];DES;DESV
endorses;['endorses'];DES;DESV
endows;['endows'];DES;DESV
ends;['ends'];DES;DESV
endures;['endures'];DES;DESV
enervates;['enervates'];DES;DESV
enfolds;['enfolds'];DES;DESV
enforces;['enforces'];DES;DESV
engages;['engages'];DES;DESV
engenders;['engenders'];DES;DESV
engineers;['engineers'];DES;DESV
engraves;['engraves'];DES;DESV
engulfs;['engulfs'];DES;DESV
enjoies;['enjoies'];DES;DESV
enjoins;['enjoins'];DES;DESV
enlarges;['enlarges'];DES;DESV
enlightens;['enlightens'];DES;DESV
enlists;['enlists'];DES;DESV
enlivens;['enlivens'];DES;DESV
ennobles;['ennobles'];DES;DESV
enquires;['enquires'];DES;DESV
enrages;['enrages'];DES;DESV
enriches;['enriches'];DES;DESV
enshrines;['enshrines'];DES;DESV
enslaves;['enslaves'];DES;DESV
ensues;['ensues'];DES;DESV
ensures;['ensures'];DES;DESV
entails;['entails'];DES;DESV
entangles;['entangles'];DES;DESV
enters;['enters'];DES;DESV
entertains;['entertains'];DES;DESV
enthuses;['enthuses'];DES;DESV
entices;['entices'];DES;DESV
entitles;['entitles'];DES;DESV
entraps;['entraps'];DES;DESV
entreats;['entreats'];DES;DESV
entwines;['entwines'];DES;DESV
enumerates;['enumerates'];DES;DESV
enunciates;['enunciates'];DES;DESV
envelops;['envelops'];DES;DESV
envenoms;['envenoms'];DES;DESV
envies;['envies'];DES;DESV
envisages;['envisages'];DES;DESV
equates;['equates'];DES;DESV
equilibrates;['equilibrates'];DES;DESV
equips;['equips'];DES;DESV
equivocates;['equivocates'];DES;DESV
eradicates;['eradicates'];DES;DESV
erases;['erases'];DES;DESV
erects;['erects'];DES;DESV
erodes;['erodes'];DES;DESV
errs;['errs'];DES;DESV
erupts;['erupts'];DES;DESV
escalates;['escalates'];DES;DESV
escapes;['escapes'];DES;DESV
escorts;['escorts'];DES;DESV
establishes;['establishes'];DES;DESV
esteems;['esteems'];DES;DESV
estimates;['estimates'];DES;DESV
evacuates;['evacuates'];DES;DESV
evades;['evades'];DES;DESV
evaluates;['evaluates'];DES;DESV
evaporates;['evaporates'];DES;DESV
evens;['evens'];DES;DESV
evicts;['evicts'];DES;DESV
evinces;['evinces'];DES;DESV
evokes;['evokes'];DES;DESV
evolves;['evolves'];DES;DESV
exacerbates;['exacerbates'];DES;DESV
exacts;['exacts'];DES;DESV
exaggerates;['exaggerates'];DES;DESV
exalts;['exalts'];DES;DESV
examines;['examines'];DES;DESV
exasperates;['exasperates'];DES;DESV
excavates;['excavates'];DES;DESV
exceeds;['exceeds'];DES;DESV
excels;['excels'];DES;DESV
excepts;['excepts'];DES;DESV
excites;['excites'];DES;DESV
exclaims;['exclaims'];DES;DESV
excludes;['excludes'];DES;DESV
excommunicates;['excommunicates'];DES;DESV
excretes;['excretes'];DES;DESV
exculpates;['exculpates'];DES;DESV
excuses;['excuses'];DES;DESV
execrates;['execrates'];DES;DESV
executes;['executes'];DES;DESV
exemplifies;['exemplifies'];DES;DESV
exempts;['exempts'];DES;DESV
exercises;['exercises'];DES;DESV
exerts;['exerts'];DES;DESV
exhales;['exhales'];DES;DESV
exhausts;['exhausts'];DES;DESV
exhibits;['exhibits'];DES;DESV
exhorts;['exhorts'];DES;DESV
exhumes;['exhumes'];DES;DESV
exiles;['exiles'];DES;DESV
exists;['exists'];DES;DESV
exits;['exits'];DES;DESV
exonerates;['exonerates'];DES;DESV
exorcises;['exorcises'];DES;DESV
expands;['expands'];DES;DESV
expatiates;['expatiates'];DES;DESV
expatriates;['expatriates'];DES;DESV
expects;['expects'];DES;DESV
expels;['expels'];DES;DESV
experiences;['experiences'];DES;DESV
experiments;['experiments'];DES;DESV
expiates;['expiates'];DES;DESV
expires;['expires'];DES;DESV
explains;['explains'];DES;DESV
explodes;['explodes'];DES;DESV
exploits;['exploits'];DES;DESV
explores;['explores'];DES;DESV
exports;['exports'];DES;DESV
exposes;['exposes'];DES;DESV
expostulates;['expostulates'];DES;DESV
expresses;['expresses'];DES;DESV
expropriates;['expropriates'];DES;DESV
expurgates;['expurgates'];DES;DESV
extends;['extends'];DES;DESV
extenuates;['extenuates'];DES;DESV
exterminates;['exterminates'];DES;DESV
extinguishes;['extinguishes'];DES;DESV
extirpates;['extirpates'];DES;DESV
extols;['extols'];DES;DESV
extorts;['extorts'];DES;DESV
extracts;['extracts'];DES;DESV
extradites;['extradites'];DES;DESV
extrapolates;['extrapolates'];DES;DESV
extricates;['extricates'];DES;DESV
exults;['exults'];DES;DESV
eyes;['eyes'];DES;DESV
fabricates;['fabricates'];DES;DESV
faces;['faces'];DES;DESV
facilitates;['facilitates'];DES;DESV
fades;['fades'];DES;DESV
fails;['fails'];DES;DESV
faints;['faints'];DES;DESV
fakes;['fakes'];DES;DESV
falls;['falls'];DES;DESV
falsifies;['falsifies'];DES;DESV
falters;['falters'];DES;DESV
fancies;['fancies'];DES;DESV
fans;['fans'];DES;DESV
fares;['fares'];DES;DESV
farms;['farms'];DES;DESV
farts;['farts'];DES;DESV
fascinates;['fascinates'];DES;DESV
fastens;['fastens'];DES;DESV
fasts;['fasts'];DES;DESV
fathers;['fathers'];DES;DESV
fathoms;['fathoms'];DES;DESV
fattens;['fattens'];DES;DESV
faults;['faults'];DES;DESV
faxes;['faxes'];DES;DESV
fears;['fears'];DES;DESV
feasts;['feasts'];DES;DESV
features;['features'];DES;DESV
federates;['federates'];DES;DESV
feeds;['feeds'];DES;DESV
feels;['feels'];DES;DESV
feigns;['feigns'];DES;DESV
fells;['fells'];DES;DESV
fences;['fences'];DES;DESV
ferments;['ferments'];DES;DESV
ferries;['ferries'];DES;DESV
festers;['festers'];DES;DESV
fetches;['fetches'];DES;DESV
fetters;['fetters'];DES;DESV
fibs;['fibs'];DES;DESV
fiddles;['fiddles'];DES;DESV
fidgets;['fidgets'];DES;DESV
fields;['fields'];DES;DESV
fights;['fights'];DES;DESV
figures;['figures'];DES;DESV
files;['files'];DES;DESV
filibusters;['filibusters'];DES;DESV
fills;['fills'];DES;DESV
films;['films'];DES;DESV
filters;['filters'];DES;DESV
finances;['finances'];DES;DESV
finds;['finds'];DES;DESV
fine-tunes;['fine-tunes'];DES;DESV
fines;['fines'];DES;DESV
fingers;['fingers'];DES;DESV
finishes;['finishes'];DES;DESV
fires;['fires'];DES;DESV
fishes;['fishes'];DES;DESV
fissures;['fissures'];DES;DESV
fits;['fits'];DES;DESV
fixes;['fixes'];DES;DESV
fizzes;['fizzes'];DES;DESV
fizzles;['fizzles'];DES;DESV
flabbergasts;['flabbergasts'];DES;DESV
flagellates;['flagellates'];DES;DESV
flags;['flags'];DES;DESV
flakes;['flakes'];DES;DESV
flames;['flames'];DES;DESV
flanks;['flanks'];DES;DESV
flaps;['flaps'];DES;DESV
flares;['flares'];DES;DESV
flashes;['flashes'];DES;DESV
flattens;['flattens'];DES;DESV
flatters;['flatters'];DES;DESV
flecks;['flecks'];DES;DESV
flees;['flees'];DES;DESV
fleshes;['fleshes'];DES;DESV
flexes;['flexes'];DES;DESV
flickers;['flickers'];DES;DESV
flicks;['flicks'];DES;DESV
flies;['flies'];DES;DESV
flinches;['flinches'];DES;DESV
flings;['flings'];DES;DESV
flips;['flips'];DES;DESV
flirts;['flirts'];DES;DESV
flits;['flits'];DES;DESV
floats;['floats'];DES;DESV
flocks;['flocks'];DES;DESV
flogs;['flogs'];DES;DESV
floodlights;['floodlights'];DES;DESV
floods;['floods'];DES;DESV
flops;['flops'];DES;DESV
flounders;['flounders'];DES;DESV
flourishes;['flourishes'];DES;DESV
flouts;['flouts'];DES;DESV
flowers;['flowers'];DES;DESV
flows;['flows'];DES;DESV
fluctuates;['fluctuates'];DES;DESV
flunks;['flunks'];DES;DESV
flushes;['flushes'];DES;DESV
flusters;['flusters'];DES;DESV
flutters;['flutters'];DES;DESV
foams;['foams'];DES;DESV
focuses;['focuses'];DES;DESV
fogs;['fogs'];DES;DESV
foils;['foils'];DES;DESV
folds;['folds'];DES;DESV
follows;['follows'];DES;DESV
foments;['foments'];DES;DESV
fondles;['fondles'];DES;DESV
fools;['fools'];DES;DESV
forages;['forages'];DES;DESV
foraies;['foraies'];DES;DESV
forbears;['forbears'];DES;DESV
forbids;['forbids'];DES;DESV
force-feeds;['force-feeds'];DES;DESV
forces;['forces'];DES;DESV
fords;['fords'];DES;DESV
forebodes;['forebodes'];DES;DESV
forecasts;['forecasts'];DES;DESV
foresees;['foresees'];DES;DESV
foreshadows;['foreshadows'];DES;DESV
forestalls;['forestalls'];DES;DESV
foretells;['foretells'];DES;DESV
forewarns;['forewarns'];DES;DESV
forges;['forges'];DES;DESV
forgets;['forgets'];DES;DESV
forgives;['forgives'];DES;DESV
forks;['forks'];DES;DESV
formats;['formats'];DES;DESV
forms;['forms'];DES;DESV
formulates;['formulates'];DES;DESV
fornicates;['fornicates'];DES;DESV
forsakes;['forsakes'];DES;DESV
forswears;['forswears'];DES;DESV
fortifies;['fortifies'];DES;DESV
forwards;['forwards'];DES;DESV
fosters;['fosters'];DES;DESV
fouls;['fouls'];DES;DESV
founds;['founds'];DES;DESV
foxes;['foxes'];DES;DESV
fractures;['fractures'];DES;DESV
fragments;['fragments'];DES;DESV
frames;['frames'];DES;DESV
franks;['franks'];DES;DESV
freckles;['freckles'];DES;DESV
frees;['frees'];DES;DESV
freezes;['freezes'];DES;DESV
freights;['freights'];DES;DESV
Frenchifies;['Frenchifies'];DES;DESV
frequents;['frequents'];DES;DESV
freshens;['freshens'];DES;DESV
frets;['frets'];DES;DESV
fries;['fries'];DES;DESV
frightens;['frightens'];DES;DESV
fringes;['fringes'];DES;DESV
frisks;['frisks'];DES;DESV
frizzes;['frizzes'];DES;DESV
frizzles;['frizzles'];DES;DESV
frolics;['frolics'];DES;DESV
frosts;['frosts'];DES;DESV
froths;['froths'];DES;DESV
frowns;['frowns'];DES;DESV
fructifies;['fructifies'];DES;DESV
frustrates;['frustrates'];DES;DESV
ftes;['ftes'];DES;DESV
fudges;['fudges'];DES;DESV
fulfils;['fulfils'];DES;DESV
fulminates;['fulminates'];DES;DESV
fumbles;['fumbles'];DES;DESV
fumes;['fumes'];DES;DESV
functions;['functions'];DES;DESV
funds;['funds'];DES;DESV
funnels;['funnels'];DES;DESV
furbishes;['furbishes'];DES;DESV
furnishes;['furnishes'];DES;DESV
furthers;['furthers'];DES;DESV
fuses;['fuses'];DES;DESV
fusses;['fusses'];DES;DESV
gabbles;['gabbles'];DES;DESV
gabs;['gabs'];DES;DESV
gags;['gags'];DES;DESV
gains;['gains'];DES;DESV
gainsaies;['gainsaies'];DES;DESV
gallops;['gallops'];DES;DESV
galls;['galls'];DES;DESV
gambles;['gambles'];DES;DESV
gaols;['gaols'];DES;DESV
gapes;['gapes'];DES;DESV
garbles;['garbles'];DES;DESV
gardens;['gardens'];DES;DESV
gargles;['gargles'];DES;DESV
garlands;['garlands'];DES;DESV
garners;['garners'];DES;DESV
garnishes;['garnishes'];DES;DESV
garrottes;['garrottes'];DES;DESV
gashes;['gashes'];DES;DESV
gasifies;['gasifies'];DES;DESV
gasps;['gasps'];DES;DESV
gathers;['gathers'];DES;DESV
gauges;['gauges'];DES;DESV
gawks;['gawks'];DES;DESV
gawps;['gawps'];DES;DESV
gazes;['gazes'];DES;DESV
gears;['gears'];DES;DESV
generates;['generates'];DES;DESV
germinates;['germinates'];DES;DESV
gesticulates;['gesticulates'];DES;DESV
ghost-writes;['ghost-writes'];DES;DESV
ghosts;['ghosts'];DES;DESV
gibbers;['gibbers'];DES;DESV
giggles;['giggles'];DES;DESV
gilds;['gilds'];DES;DESV
gives;['gives'];DES;DESV
gladdens;['gladdens'];DES;DESV
glances;['glances'];DES;DESV
glares;['glares'];DES;DESV
glazes;['glazes'];DES;DESV
gleams;['gleams'];DES;DESV
gleans;['gleans'];DES;DESV
glides;['glides'];DES;DESV
glimmers;['glimmers'];DES;DESV
glimpses;['glimpses'];DES;DESV
glints;['glints'];DES;DESV
glistens;['glistens'];DES;DESV
glitters;['glitters'];DES;DESV
gloats;['gloats'];DES;DESV
glosses;['glosses'];DES;DESV
glues;['glues'];DES;DESV
gluts;['gluts'];DES;DESV
gnaws;['gnaws'];DES;DESV
goads;['goads'];DES;DESV
gobbles;['gobbles'];DES;DESV
goes;['goes'];DES;DESV
goofs;['goofs'];DES;DESV
googles;['googles'];DES;DESV
gores;['gores'];DES;DESV
gormandizes;['gormandizes'];DES;DESV
gossips;['gossips'];DES;DESV
governs;['governs'];DES;DESV
grabs;['grabs'];DES;DESV
gradates;['gradates'];DES;DESV
grades;['grades'];DES;DESV
graduates;['graduates'];DES;DESV
grafts;['grafts'];DES;DESV
grants;['grants'];DES;DESV
grapples;['grapples'];DES;DESV
grasps;['grasps'];DES;DESV
grates;['grates'];DES;DESV
gratifies;['gratifies'];DES;DESV
graves;['graves'];DES;DESV
gravitates;['gravitates'];DES;DESV
grazes;['grazes'];DES;DESV
greases;['greases'];DES;DESV
greets;['greets'];DES;DESV
greies;['greies'];DES;DESV
grieves;['grieves'];DES;DESV
grills;['grills'];DES;DESV
grimaces;['grimaces'];DES;DESV
grinds;['grinds'];DES;DESV
grins;['grins'];DES;DESV
grips;['grips'];DES;DESV
